446.9334121708174,87
558.2919274851448,111
62.330261899535984,10
465.4454397664799,91
251.5257974227298,49
305.67817744055907,60
365.8421010766948,72
328.81443970776604,67
195.6803049799879,39
285.0358079732748,55
348.46182856808264,66
717.5195867477058,142
280.08160019926606,53
20.152789743984055,1
92.20195114214724,19
592.0432560593734,112
411.68287891518395,85
210.56472263755154,38
95.56627704101092,21
184.95013279233092,35
508.7709073515105,102
661.6003739577151,132
648.2251610723414,126
139.23691253409424,24
307.98271100405134,61
2.545997078887318,2
492.18269151479416,95
469.0770823478265,90
372.91678512836785,76
594.4110416806443,117
296.8772752880584,58
493.89587612589514,97
659.6788960883345,129
574.8717124266291,114
726.7689596477562,146
246.12169936313222,47
641.8323222953552,124
602.2688663844041,120
600.7304932009531,118
699.40689426894,141
138.99149215835243,26
218.10662783115347,43
299.3781955285776,59
209.4912810856013,41
311.94703664884537,56
