446.9334121708174,87
558.2919274851448,111
62.330261899535984,10
465.4454397664799,91
251.5257974227298,49
305.67817744055907,60
365.8421010766948,72
328.81443970776604,67
195.6803049799879,39
285.0358079732748,55
348.46182856808264,66
717.5195867477058,142
280.08160019926606,53
20.152789743984055,1
92.20195114214724,19
592.0432560593734,112
411.68287891518395,85
210.56472263755154,38
95.56627704101092,21
184.95013279233092,35
508.7709073515105,102
661.6003739577151,132
648.2251610723414,126
139.23691253409424,24
307.98271100405134,61
2.545997078887318,2
492.18269151479416,95
469.0770823478265,90
372.91678512836785,76
594.4110416806443,117
296.8772752880584,58
493.89587612589514,97
659.6788960883345,129
574.8717124266291,114
726.7689596477562,146
246.12169936313222,47
641.8323222953552,124
602.2688663844041,120
600.7304932009531,118
699.40689426894,141
138.99149215835243,26
218.10662783115347,43
299.3781955285776,59
209.4912810856013,41
311.94703664884537,56
169.32708295759952,32
262.601209286673,52
361.19356421091226,70
599.7955245410855,121
731.7775308596534,144
344.37500816844357,68
545.1273107375281,109
430.448141483393,81
387.5486746248556,78
265.8909420380393,51
80.2863013012466,14
253.65152669656626,48
316.02189969528285,63
88.22271719342093,20
693.2930971094316,137
159.1320418485964,29
22.91616150071478,3
535.0401614706079,106
506.2699862266227,98
705.1237058634941,140
189.62367662914468,37
717.4716560066822,139
230.87302361289488,45
399.43814519388854,82
420.77226300897,83
208.60566640237448,42
718.1921265986798,143
651.7044880556621,131
583.6097376377999,116
528.9986164801427,105
676.1383052155901,133
40.65511585692119,6
395.01991182327754,79
555.0683045475164,108
483.45487879998495,99
191.0847308086348,34
664.5671662447829,128
257.74094663183814,50
483.1790686116452,96
34.213359738904806,4
25.79914439281103,5
219.95408857730047,44
427.341521522888,84
655.7005335622528,130
527.6975143408305,103
407.676510564346,75
44.08548525714969,7
234.60859753936566,46
94.35136878448635,17
526.5563323697304,104
493.925431118756,101
367.60902901671716,71
427.8508459142573,80
560.9294072483196,110
739.1127205314519,147
764.349731730819,149
665.7416401926195,134
381.14753778811735,74
145.28752012034218,28
75.03037373812212,11
