2.772588722239781,3,0,1,1,28.7,33.335,74,8.9981,2011,7,6,2,1
3.4011973816621555,1,0,1,1,17.22,21.21,77,15.0013,2012,3,8,3,5
4.700480365792417,1,0,1,1,13.12,14.395,49,27.9993,2012,2,2,3,22
4.110873864173311,1,0,1,1,9.84,12.88,70,7.0015,2012,1,5,3,23
5.517452896464707,1,0,1,1,14.76,17.425,27,15.0013,2011,3,8,1,17
6.07993319509559,3,0,1,1,27.06,31.06,65,8.9981,2012,8,13,0,7
4.890349128221754,3,0,1,2,32.8,37.12,49,11.0014,2011,8,2,1,23
3.4657359027997265,2,0,1,2,13.94,15.91,93,19.0012,2011,5,4,2,10
2.302585092994046,2,0,1,2,22.14,25.76,77,12.998,2012,6,18,0,4
3.4011973816621555,4,0,0,1,13.94,16.665,76,12.998,2011,10,2,6,7
5.5093883366279774,4,0,1,1,21.32,25.0,77,11.0014,2011,10,5,2,20
2.0794415416798357,4,0,1,1,22.96,26.515,64,19.9995,2011,11,15,1,4
5.459585514144159,3,0,1,1,32.8,39.395,63,11.0014,2012,9,5,2,13
5.583496308781699,2,0,1,1,29.52,32.575,37,16.9979,2012,6,7,3,14
5.327876168789581,1,0,1,2,18.04,21.97,44,19.0012,2012,3,2,4,14
6.07993319509559,3,1,0,1,32.8,36.365,46,0.0,2011,7,4,0,17
5.062595033026967,2,0,1,2,23.78,27.275,68,27.9993,2012,5,8,1,10
4.31748811353631,2,0,1,3,24.6,28.79,78,12.998,2012,6,18,0,23
5.697093486505405,2,0,1,1,24.6,31.06,56,11.0014,2011,6,14,1,20
4.90527477843843,2,0,0,2,20.5,24.24,59,11.0014,2012,4,1,6,21
5.7899601708972535,4,0,1,1,18.86,22.725,36,0.0,2012,10,11,3,12
3.4657359027997265,4,0,1,3,18.86,22.725,77,31.0009,2012,12,11,1,0
3.332204510175204,2,0,1,1,17.22,21.21,67,6.0032,2012,4,4,2,5
6.333279628139691,4,0,1,1,16.4,20.455,50,26.0027,2012,12,19,2,17
4.7535901911063645,4,0,1,2,13.94,18.18,55,0.0,2011,12,14,2,11
1.0986122886681096,1,0,0,2,10.66,12.88,56,11.0014,2011,1,16,6,5
4.07753744390572,3,0,0,1,31.16,37.12,72,11.0014,2012,7,7,5,2
5.3706380281276624,4,0,1,2,13.12,16.665,57,6.0032,2011,12,12,0,16
5.488937726156687,3,0,1,2,31.16,36.365,70,19.9995,2011,7,8,4,9
2.4849066497880004,1,0,0,3,12.3,12.88,100,32.9975,2011,3,6,6,19
5.564520407322694,3,0,0,1,20.5,24.24,72,11.0014,2011,9,18,6,10
5.7745515455444085,2,0,1,1,26.24,31.06,53,8.9981,2012,6,15,4,22
4.0943445622221,2,0,1,3,27.06,30.305,83,12.998,2012,6,12,1,13
2.1972245773362196,3,0,1,1,19.68,23.485,67,8.9981,2012,9,11,1,3
2.302585092994046,1,0,0,2,6.56,9.09,74,7.0015,2011,1,8,5,7
1.6094379124341003,1,0,1,1,4.92,7.575,54,7.0015,2012,1,19,3,3
6.272877006546167,3,0,1,1,34.44,37.88,41,8.9981,2011,8,8,0,18
2.0794415416798357,1,0,1,1,4.1,6.82,54,6.0032,2011,2,11,4,1
5.541263545158426,1,0,1,1,18.04,21.97,44,27.9993,2012,3,1,3,20
3.4657359027997265,4,0,1,2,18.86,22.725,94,0.0,2011,11,16,2,0
6.246106765481563,4,0,1,2,24.6,25.76,94,12.998,2012,10,3,2,7
5.37989735354046,4,0,0,1,13.12,16.665,81,8.9981,2011,12,4,6,10
5.659482215759621,2,0,1,1,22.96,26.515,46,16.9979,2011,4,18,0,19
5.123963979403259,1,0,0,2,18.04,21.97,67,16.9979,2011,3,5,5,12
4.795790545596741,1,0,1,1,10.66,11.365,37,26.0027,2012,3,5,0,21
2.8903717578961645,1,0,1,2,18.86,22.725,77,22.0028,2012,1,18,2,0
5.627621113690637,2,0,0,1,22.96,26.515,30,26.0027,2011,4,17,6,18
5.313205979041787,2,0,1,1,31.16,35.605,58,11.0014,2011,6,8,2,9
4.532599493153256,3,0,0,3,25.42,27.275,94,11.0014,2012,8,18,5,1
4.430816798843313,1,0,1,1,9.02,9.85,41,30.0026,2011,1,13,3,13
2.8903717578961645,1,1,0,2,8.2,9.85,47,15.0013,2011,1,17,0,0
5.556828061699537,1,0,0,1,20.5,24.24,31,19.0012,2012,3,11,6,19
2.1972245773362196,3,0,1,1,22.96,26.515,88,0.0,2011,9,13,1,4
5.093750200806762,4,0,1,1,21.32,25.0,52,11.0014,2011,11,3,3,15
4.804021044733257,1,0,1,2,17.22,21.21,54,19.9995,2011,3,16,2,20
5.318119993844216,2,0,1,1,21.32,25.0,72,8.9981,2011,5,11,2,9
6.095824562432225,4,0,0,2,15.58,19.695,66,0.0,2012,12,1,5,16
5.924255797414532,2,0,1,1,31.16,33.335,31,26.0027,2012,6,8,4,14
0.6931471805599453,1,0,1,2,11.48,13.635,93,12.998,2012,2,17,4,4
4.787491742782046,3,0,1,1,25.42,29.545,73,22.0028,2011,8,16,1,6
2.8903717578961645,1,0,0,1,9.02,11.365,69,8.9981,2012,3,11,6,7
3.828641396489095,4,0,0,1,18.86,22.725,82,0.0,2011,10,8,5,2
4.143134726391533,2,0,1,2,22.96,26.515,68,22.0028,2011,5,3,1,23
