21,2,0,1,1,15.58,19.695,76,8.9981,2011,4,14,3,0
5,3,0,1,1,25.42,29.545,73,7.0015,2011,9,15,3,2
39,4,0,0,2,14.76,18.18,100,6.0032,2012,12,8,5,7
280,4,0,1,2,20.5,24.24,63,16.9979,2012,12,4,1,21
38,1,0,1,1,13.12,14.395,53,26.0027,2012,2,3,4,0
196,4,0,1,1,15.58,19.695,40,11.0014,2012,11,5,0,14
356,1,0,1,1,29.52,31.82,25,12.998,2012,3,14,2,16
129,3,0,1,1,27.88,31.82,62,11.0014,2011,9,12,0,10
22,1,0,1,3,5.74,10.605,93,0.0,2011,2,1,1,6
76,1,0,1,1,13.12,15.15,49,19.9995,2011,1,19,2,20
310,2,0,0,1,25.42,30.305,25,22.0028,2012,4,8,6,18
518,4,0,1,1,22.96,26.515,60,0.0,2011,10,17,0,18
5,2,0,0,2,14.76,18.18,93,7.0015,2011,4,10,6,4
239,2,0,1,1,25.42,31.06,29,16.9979,2012,4,17,1,13
286,3,0,1,1,32.8,36.365,46,6.0032,2012,8,14,1,13
238,4,0,1,2,13.94,18.18,42,0.0,2012,12,12,2,13
314,3,0,0,2,30.34,34.85,70,12.998,2011,8,13,5,11
4,2,0,1,2,22.96,26.515,73,6.0032,2011,6,16,3,3
162,3,0,0,1,27.06,30.305,83,7.0015,2012,8,11,5,8
146,3,0,1,1,35.26,42.425,56,27.9993,2011,7,11,0,15
208,1,0,1,3,15.58,19.695,62,6.0032,2012,2,1,2,7
406,3,0,1,1,33.62,37.88,46,12.998,2012,8,2,3,16
643,2,0,1,1,28.7,32.575,54,31.0009,2012,5,4,4,17
201,2,0,1,1,22.14,25.76,77,0.0,2012,5,3,3,11
476,4,0,1,2,23.78,27.275,68,22.0028,2012,10,15,0,7
215,3,0,1,2,22.14,25.76,68,11.0014,2011,9,19,0,9
427,3,0,1,1,33.62,34.85,17,0.0,2011,7,1,4,16
148,4,0,1,1,10.66,14.395,60,6.0032,2012,12,13,3,22
159,3,1,0,1,27.88,31.82,79,6.0032,2012,7,4,2,0
224,3,0,1,1,30.34,34.85,66,16.9979,2012,7,18,2,16
70,1,0,1,1,13.12,14.395,36,26.0027,2011,3,7,0,13
114,1,0,0,1,18.04,21.97,33,19.9995,2012,2,18,5,21
399,1,0,1,1,13.94,16.665,34,8.9981,2012,2,9,3,17
6,3,0,1,1,25.42,29.545,73,15.0013,2011,8,16,1,3
51,1,0,0,2,9.84,12.88,93,7.0015,2012,2,5,6,1
46,1,0,1,2,9.84,12.12,65,11.0014,2011,2,4,4,22
116,2,0,1,1,31.16,37.12,75,12.998,2011,6,8,2,23
130,3,0,1,1,30.34,32.575,33,7.0015,2011,8,12,4,10
27,4,0,0,2,13.94,17.425,87,6.0032,2012,12,16,6,7
224,3,0,1,1,27.88,31.82,47,19.0012,2011,7,14,3,9
272,2,0,0,2,22.96,26.515,88,12.998,2011,5,14,5,17
634,4,0,1,1,29.52,32.575,37,0.0,2012,10,5,4,16
72,1,0,0,1,9.02,9.09,32,31.0009,2011,1,9,6,14
276,2,0,0,1,24.6,30.305,64,12.998,2012,5,6,6,20
14,1,0,0,1,10.66,13.635,87,7.0015,2012,1,1,6,8
100,3,0,1,1,27.06,30.305,83,6.0032,2011,8,1,0,6
89,2,0,1,1,25.42,31.06,46,12.998,2011,6,13,0,23
34,1,0,0,3,8.2,10.605,100,8.9981,2011,2,5,5,10
57,1,0,0,2,13.12,15.15,39,15.0013,2011,1,15,5,21
345,3,0,1,2,35.26,40.15,47,19.0012,2012,8,3,4,13
201,4,0,1,2,25.42,31.06,43,6.0032,2011,10,18,1,12
147,2,0,1,3,24.6,28.79,78,16.9979,2012,5,8,1,22
11,4,0,1,2,22.14,25.76,77,7.0015,2012,10,2,1,1
512,3,0,1,1,26.24,30.305,73,8.9981,2012,7,12,3,7
213,4,0,1,1,12.3,16.665,56,0.0,2012,11,14,2,21
353,4,1,0,1,22.14,25.76,73,19.0012,2012,11,12,0,19
99,4,0,1,2,11.48,15.91,93,0.0,2011,11,7,0,6
326,3,0,0,3,29.52,34.85,74,19.9995,2011,8,7,6,15
347,2,0,0,1,32.8,37.88,55,15.0013,2011,6,11,5,12
301,4,0,1,2,12.3,15.15,81,8.9981,2012,12,7,4,9
593,2,0,0,1,26.24,31.06,57,15.0013,2012,6,17,6,17
252,2,0,1,1,18.86,22.725,24,19.0012,2012,4,6,4,20
379,2,0,1,1,29.52,31.82,23,19.9995,2011,6,2,3,19
91,3,0,0,1,29.52,34.85,79,8.9981,2012,7,15,6,23
24,4,0,1,1,10.66,12.12,56,19.0012,2012,11,14,2,0
175,3,0,1,2,31.98,37.12,62,8.9981,2011,8,9,1,9
168,2,0,1,3,22.96,26.515,78,8.9981,2012,6,18,0,12
40,1,0,0,1,9.02,13.635,80,0.0,2011,1,1,5,1
9,2,0,1,2,21.32,25.0,77,12.998,2012,5,7,0,1
144,2,0,1,1,20.5,24.24,63,7.0015,2012,4,19,3,23
402,2,0,1,1,24.6,30.305,23,19.0012,2012,4,17,1,20
276,1,0,1,2,14.76,17.425,71,12.998,2012,2,1,2,9
16,3,0,1,1,26.24,29.545,78,6.0032,2011,8,5,4,5
250,2,0,1,2,22.14,25.76,83,15.0013,2012,6,18,0,9
363,3,0,0,1,33.62,37.12,43,19.0012,2011,7,10,6,18
495,3,0,0,1,35.26,39.395,41,15.0013,2012,7,15,6,16
26,3,0,0,2,25.42,30.305,65,11.0014,2012,8,19,6,4
154,1,0,0,1,18.86,22.725,19,22.0028,2012,3,3,5,21
54,1,0,1,1,11.48,13.635,61,15.0013,2012,3,6,1,23
270,3,0,1,1,27.06,30.305,83,6.0032,2011,7,8,4,19
382,3,0,1,1,32.8,36.365,43,12.998,2011,8,1,0,8
409,3,0,1,1,17.22,21.21,67,15.0013,2011,9,16,4,8
19,2,0,1,1,18.86,22.725,47,8.9981,2011,4,18,0,1
178,4,0,1,2,11.48,12.88,56,19.9995,2012,11,7,2,10
526,3,0,0,1,36.9,42.425,42,31.0009,2012,8,5,6,14
60,2,0,0,1,28.7,33.335,79,7.0015,2011,6,11,5,2
3,1,0,0,1,8.2,12.88,86,0.0,2011,1,1,5,7
157,2,0,0,1,22.96,26.515,73,11.0014,2012,5,6,6,22
303,2,0,1,1,22.96,26.515,60,6.0032,2012,6,6,2,9
1,1,0,0,2,9.84,12.88,75,6.0032,2011,1,1,5,5
203,4,0,1,1,21.32,25.0,52,8.9981,2011,11,8,1,12
442,3,0,0,1,25.42,31.06,41,26.0027,2012,9,15,5,10
100,1,0,0,1,10.66,12.88,44,11.0014,2012,3,10,5,22
3,1,0,0,2,11.48,12.88,41,26.0027,2012,2,19,6,4
19,1,0,0,2,11.48,14.395,81,7.0015,2011,3,5,5,0
18,4,0,0,1,9.02,10.605,55,15.0013,2011,12,18,6,3
495,1,0,1,1,18.86,22.725,63,11.0014,2012,1,12,3,17
406,2,0,0,1,18.86,22.725,51,11.0014,2012,4,14,5,10
29,2,0,1,1,20.5,24.24,72,7.0015,2012,6,8,4,5
